proposta;id_x;titulo;votos;state;publicacao;comentarios;url;eixo;id_autor;processo;siglaUf;familiaBeneficiariaPBF;racaCor;gpte;idade_final;sex_final;log1p_votos;log1p_comentarios;cadunico;ocupacao_grupo;cluster_k3;regiao;faixaRendaFamiliarPerCapita;faixaEtaria
"eliminando a necessidade de buscar de forma manual informa??es, facilitando a atua??o remota das autoridades no combate e apoio ao cidad?o, com foco na preven??o, e com inteligente assertiva no monitoramento e fisacaliza??o.""";20232;Proposta de intelig?ncia ambiental para preserva??o;15;N?o analisado;17/09/2024 23:42;0;https://brasilparticipativo.presidencia.gov.br/processes/planoclima/f/85/proposals/20232;Gest?o de Riscos e Desastres;1576113;Plano Clima;;;;;56;Feminino;2,77E+15;0;N?o cadastrado;propriet?rio_empresa;Participantes de baixa mobiliza??o;CO;;45 a 59 anos
Faz-se necess?rio a exist?ncia de um instrumento legal que possa implementar o plantio de ?rvores nas cidades. Prefeituras dever?o coordenar esse plantio junto com a popula??o local. As ?rvores dever?o ser escolhidas sob os crit?rios biol?gicos determinados por especialistas e dever?o ser plantadas nas cal?adas de vias p?blicas, parques, hospitais, estacionamentos, ?reas particulares desprovidas de vegeta??o arbustiva ou arb?rea, asilos, escolas,etc.;20234;Cidades Jardim vi;0;N?o analisado;17/09/2024 23:56;1;https://brasilparticipativo.presidencia.gov.br/processes/planoclima/f/85/proposals/20234;Cidades e Turismo;1576109;Plano Clima;;;;;56;Feminino;0;6,93E+15;N?o cadastrado;servidor_publico;Participantes de baixa mobiliza??o;SE;;45 a 59 anos
As propostas abaixo ajudam a desenvolver planos de mitiga??o e corre??o de desastres clim?ticos:;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
1. Fundo de arrecada??o para recompor ?reas afetadas pelas mudan?as clim?ticas;;;;;;;;;;;;;;;;;;;;;;;;
2. For?a conjunta com os Ex?rcito, Marinha e Aeron?utica, para gerenciamento dos momentos de crise;;;;;;;;;;;;;;;;;;;;;;;;
3. Sistemas de drenagem eficientes em ?reas de inunda??o;;;;;;;;;;;;;;;;;;;;;;;;
4. Enrobustecimento dos sistemas de infraestrutura das cidades;;;;;;;;;;;;;;;;;;;;;;;;
5. Cultivos de rota??o e reflorestamentos;;;;;;;;;;;;;;;;;;;;;;;;
"6. Conscientiza??o p?blica.""";20233;Mitigando os Riscos das Mudan?as Clim?ticas;1;N?o analisado;17/09/2024 23:50;0;https://brasilparticipativo.presidencia.gov.br/processes/planoclima/f/85/proposals/20233;Gest?o de Riscos e Desastres;1576138;Plano Clima;;;;;56;Masculino;6,93E+15;0;N?o cadastrado;empregado_privado;Participantes de baixa mobiliza??o;SE;;45 a 59 anos
Aumento dos investimentos Governamental na forma??o e contrata??o de  mais profissionais voltados para a fiscaliza??o e conserva??o das florestas e sua Biodiversidade.;20236;Prote??o Ambiental ;0;N?o analisado;18/09/2024 00:48;0;https://brasilparticipativo.presidencia.gov.br/processes/planoclima/f/85/proposals/20236;Biodiversidade, prote??o e restaura??o florestal;1576161;Plano Clima;;;;;56;Feminino;0;0;N?o cadastrado;nao_informado;Participantes de baixa mobiliza??o;SE;;45 a 59 anos
Cada ser que vive nesta terra ? ?nico e tem como meta viver para cumprir a miss?o nesta vida. A terra tamb?m tem sua miss?o com os seres humanos, mas para cumpri-la precisa que a cuidem gerando alimentos e cuidados especiais com seus filhos que s?o todos os seres sejam da ?gua, terra ou ar s?o eles que traduzem a vida em sua mais nobre atitude e atividade permanente em busca de dar o seu melhor a seus filhos, por isso h? necessidade e responsabilidade de cuidar e preservar do todo que ? o univer;20239;Terra vida-terra m?e vida: Universo em a??o construindo a si hoje sem tantas destrui??o. NT;0;N?o analisado;18/09/2024 01:11;0;https://brasilparticipativo.presidencia.gov.br/processes/planoclima/f/85/proposals/20239;Biodiversidade, prote??o e restaura??o florestal;1576203;Plano Clima;;;;;56;Feminino;0;0;N?o cadastrado;nao_informado;Participantes de baixa mobiliza??o;N;;45 a 59 anos
Baixar a idade de mestre de mestres pois nesse momento nos dias de hoje estou vendo auxiliar 2 anos que tem os mestres que a me ensinaram ou est?o sem mem?ria ou est?o falecidos poucos restam para contar hist?ria eu com 502 anos carrego uma responsabilidade absurda creio que com todo legado deixado viu Neto ? necess?rio ser passado o seu trabalho ? frente.;28126;Baixar a idade de mestre silvestres;0;N?o analisado;10/12/2024 14:03;0;https://brasilparticipativo.presidencia.gov.br/processes/planoclima/f/287/proposals/28126;Eixo 3 - Patrim?nio e mem?ria;1579190;Plano Cultura;AL;False;Parda;Fam?lia de Agricultores Familiares;56;Masculino;0;0;Cadastrado;nao_informado;Participantes socioeconomicamente vulner?veis;SE;Superior a meio sal?rio m?nimo;45 a 59 anos
O novo Plano Nacional de Cultura visa valorizar as tradic?es culturais de Goi?s, promovendo a conserva??o do patrim?nio material e imaterial. Com foco na diversidade, o plano integra vozes de comunidades ind?genas, afro-brasileiras e migrantes. Ser?o incentivadas colabora??es entre artistas e institui??es, com editais, festivais e educa??o cultural nas escolas. O turismo cultural ser? promovido, destacando as manifesta??es locais, e a participa??o da sociedade civil garantir? a efic?cia das a??o;28913;Cultura Goiana e diversifica??o. ;1;N?o analisado;14/12/2024 12:37;0;https://brasilparticipativo.presidencia.gov.br/processes/planoclima/f/287/proposals/28913;Eixo 3 - Patrim?nio e mem?ria;1579246;Plano Cultura;GO;True;Parda;Nenhuma;56;Masculino;6,93E+15;0;Cadastrado;nao_especificado;Participantes socioeconomicamente vulner?veis;CO;De R$ 218,01 at? meio sal?rio m?nimo;45 a 59 anos
Criar uma plataforma digital nacional para que as escolas de n?vel fundamental e m?dio de todo Brasil possa inserir resultados da cria??o musical dos alunos, (can??es, poesias e declama??es) mediante a realiza??o de festivais micro-locais, abrangente de escola, com vista ? realiza??o de festivais culturais em n?vel municipal e estadual com desfecho anualmente no m?s de dezembro em Bras?lia DF. Cada escola, escolhe seus classificados, que concorrem no munic?pio, seguindoEstad at? a final no DF.;21280;Reconstru??o da musicalidade brasileira ;16;N?o analisado;23/10/2024 13:57;1;https://brasilparticipativo.presidencia.gov.br/processes/planoclima/f/287/proposals/21280;Eixo 4 - Forma??o;1581232;Plano Cultura;;;;;56;Masculino;2,83E+15;6,93E+15;N?o cadastrado;militar_aposentado;Participantes de baixa mobiliza??o;NE;;45 a 59 anos
A informalidade do meio cultural leva ? precariza??o das condi??es de vida da maioria de seus trabalhadores. V?rios problemas acompanham esse cen?rio, ass?dio moral e sexual, desrespeito ao direito autoral, desamparo trabalhista, car?ncia de remunera??o e reconhecimento, proximidade da escravid?o moderna, etc. Buscar seguran?a jur?dica para toda a cadeia produtiva para que assegurem-se nossos direitos e garanta-se acesso ? Justi?a. Apenas um ambiente saud?vel pode promover a sa?de.;21378;Tratar a informalidade e a precariza??o do meio cultural.;4;N?o analisado;26/10/2024 13:06;0;https://brasilparticipativo.presidencia.gov.br/processes/planoclima/f/287/proposals/21378;Eixo 6 -  Economia Criativa, Trabalho, Emprego, Renda e Prote??o Social;1581251;Plano Cultura;;;;;56;Masculino;1,61E+16;0;N?o cadastrado;nao_informado;Participantes de baixa mobiliza??o;SE;;45 a 59 anos
Tornar p?blicas e transparentes todas as propostas que participaram de um edital, desde aquelas que foram selecionadas at? aquelas que foram recusadas, de maneira a que fomente discuss?o sobre as qualidades e defeitos dessas propostas, para submet?-las ao escrut?nio p?blico, e tornem-se conhecidos os motivos de sele??o ou recusa de cada uma delas. Excetuando-se, da transpar?ncia, os dados pessoais de cada um dos seus participantes.;21379;Transpar?ncia das propostas dos editais.;8;N?o analisado;26/10/2024 13:10;1;https://brasilparticipativo.presidencia.gov.br/processes/planoclima/f/287/proposals/21379;Transversalidades;1581251;Plano Cultura;;;;;56;Masculino;2,20E+16;6,93E+15;N?o cadastrado;nao_informado;Participantes de baixa mobiliza??o;SE;;45 a 59 anos
Destinar uma quota de participa??o financeira, por meio de lei de incentivo, de ?mbito federal, a festivais de diversas linguagens (m?sica, cinema, artes visuais, etc) com impacto estadual ou nacional, para a sobreviv?ncia das iniciativas a longo prazo e o suporte a cadeia produtiva envolvida, direta ou indireta. Com valores relevantes, que garantam um engate para a operacionaliza??o do evento, inclusive, dando oportunidade para criar iniciativas gratuitas para as comunidades envolvidas.;21283;Horizonte Cultural;3;N?o analisado;23/10/2024 14:11;0;https://brasilparticipativo.presidencia.gov.br/processes/planoclima/f/287/proposals/21283;Eixo 2 - Fomento ? cultura;1581253;Plano Cultura;PB;False;Parda;Fam?lia de Agricultores Familiares;56;Masculino;1,39E+16;0;Cadastrado;nao_informado;Participantes socioeconomicamente vulner?veis;NE;Superior a meio sal?rio m?nimo;45 a 59 anos
Criar uma forma de destina??o autom?tica de tributos para a cultura, tornar as leis de incentivo mais f?ceis e abrangentes para que hajam mais produ??es, shows, teatro, cinema, bibliotecas etc com pre?os acess?veis ? popula??o. ;;;;;;;;;;;;;;;;;;;;;;;;
"Melhoria da Lei Rounet, or?amento maior dentro da LDO/Plano Plurianual do Governo em todas as esferas: Federal, Estadual e Municipal.""";21285;Maiores subs?dios para que o acesso a cultura em geral, seja menos custoso para a popula??o, tendo em vista que ainda hoje a cultura ? cara no pa?s. ;30;N?o analisado;23/10/2024 14:27;0;https://brasilparticipativo.presidencia.gov.br/processes/planoclima/f/287/proposals/21285;Eixo 2 - Fomento ? cultura;1581261;Plano Cultura;;;;;56;Masculino;3,43E+16;0;N?o cadastrado;servidor_publico;Participantes de baixa mobiliza??o;S;;45 a 59 anos
A cultura Afro,seja mostrada em todos lugares.A come?ar com obrigatoriedade da Lei 10620,territ?rio  Brasileiro seja na escola p?blica municipal,estadual  e particular..As crian?as conhe?am o Continente Africano,a est?ria Verdadeira( mostrar a Riqueza da Cultura Africana).Valorizar lugares no Territ?rio Nacional ,onde os Negros fizeram grandes feitos.;21295;Visibilidade para Cultura Afro.Em todos segmentos durante ano todo.Dan?a,Literatura ,Religiosidade.Incentivo para que todos Brasileiros tenha acesso?;15;N?o analisado;23/10/2024 17:25;0;https://brasilparticipativo.presidencia.gov.br/processes/planoclima/f/287/proposals/21295;Eixo 2 - Fomento ? cultura;1581271;Plano Cultura;;;;;56;Feminino;2,77E+15;0;N?o cadastrado;militar_aposentado;Participantes de baixa mobiliza??o;SE;;45 a 59 anos
A cultura Afro,seja mostrada em todos lugares.A come?ar com obrigatoriedade da Lei 10620,territ?rio  Brasileiro seja na escola p?blica municipal,estadual  e particular..As crian?as conhe?am o Continente Africano,a est?ria Verdadeira( mostrar a Riqueza da Cultura Africana).Valorizar lugares no Territ?rio Nacional ,onde os Negros fizeram grandes feitos.;21296;Visibilidade para Cultura Afro.Em todos segmentos durante ano todo.Dan?a,Literatura ,Religiosidade.Incentivo para que todos Brasileiros tenha acesso?;18;N?o analisado;23/10/2024 17:26;0;https://brasilparticipativo.presidencia.gov.br/processes/planoclima/f/287/proposals/21296;;1581271;Plano Cultura;;;;;56;Feminino;2,94E+16;0;N?o cadastrado;militar_aposentado;Participantes de baixa mobiliza??o;SE;;45 a 59 anos
Aplica??o dos governos municipais com a popula??o igual ou superior a 100 mil habitantes, ? educa??o patrimonial do munic?pio. Mantendo viva a mem?ria dos habitantes de gera??o a gera??o sobre os patrim?nios registrados material e imaterialmente.;21289;Educa??o Patrimonial Brasileira;8;N?o analisado;23/10/2024 15:14;0;https://brasilparticipativo.presidencia.gov.br/processes/planoclima/f/287/proposals/21289;Eixo 3 - Patrim?nio e mem?ria;1581315;Plano Cultura;;;;;56;Feminino;2,20E+16;0;N?o cadastrado;militar_aposentado;Participantes de baixa mobiliza??o;SE;;45 a 59 anos
Nossa hist?ria ? manchada de opress?es, violencias e segrega??es. Minha proposta ? de que possamos reinventar um presente. Contar de uma nova perspectiva. Abrir uma brecha entre o sistema capitalista que tanto adoece os trabalhadores e prote??o para os grupos minoritarios(que nao sao poucos). Abrir investimentos que possam ampliar o mercado de trabalho, produ??o de eventos, educa??o para jovens, pre?o justo para acesso a eventos, cotas raciais e para pessoas trans.;21290;Brasil conte sua historia;4;N?o analisado;23/10/2024 15:25;0;https://brasilparticipativo.presidencia.gov.br/processes/planoclima/f/287/proposals/21290;Eixo 6 -  Economia Criativa, Trabalho, Emprego, Renda e Prote??o Social;1581320;Plano Cultura;;;;;56;Masculino;1,61E+16;0;N?o cadastrado;nao_informado;Participantes de baixa mobiliza??o;SE;;45 a 59 anos
? fundamental tratar arte como arte, para que possa , a partir da?, gerar melhora social. Para isso, editais n?o podem imprimir orienta??es sobre tem?tica. Outro ponto important?ssimo ? abdicar de aplica??o de recursos em eventos e concentr?-los em projetos diversos, perenes, que geram renda, trabalho para todos o ano todo, sim, para.  Prioridade: todos. Outra prioridade ? o aspecto de forma??o: de profissionais e de p?blico. Sem forma??o, as a??es afirmativas negativizam a profiss?o.;21415;Fomento a??es perenes no mercado de artes c?nicas, com valoriza??o da arte e do artista, Tendo como prioridade o fomento ao mercado para todos.;3;N?o analisado;28/10/2024 18:25;0;https://brasilparticipativo.presidencia.gov.br/processes/planoclima/f/287/proposals/21415;Eixo 2 - Fomento ? cultura;1581342;Plano Cultura;;;;;56;Feminino;1,39E+16;0;N?o cadastrado;liberal_autonomo;Participantes de baixa mobiliza??o;SE;;45 a 59 anos
Um mercado das artes necessita fomento. ;;;;;;;;;;;;;;;;;;;;;;;;
#NOME?;;;;;;;;;;;;;;;;;;;;;;;;
#NOME?;;;;;;;;;;;;;;;;;;;;;;;;
- capacita??o, sim. ?Capacitismo? , n?o: capacita??o de novos profissionais com bolsas (n?o editais);;;;;;;;;;;;;;;;;;;;;;;;
- exclus?o de fomento ? quaisquer manifesta??es religiosas;;;;;;;;;;;;;;;;;;;;;;;;
- valoriza??o de todo e qualquer tema, sem a??es que delimitem cria??o, composi??o, escrita, assuntos, premissas, etc;;;;;;;;;;;;;;;;;;;;;;;;
"- planos de apoio ? comunidades pobres (a??o ligada a cultura e assist?ncia social).""";28439;Mercado das artes forte e diverso ;0;N?o analisado;12/12/2024 12:14;0;https://brasilparticipativo.presidencia.gov.br/processes/planoclima/f/287/proposals/28439;Eixo 4 - Forma??o;1581342;Plano Cultura;;;;;56;Feminino;0;0;N?o cadastrado;liberal_autonomo;Participantes de baixa mobiliza??o;SE;;45 a 59 anos
Regulamenta??o da categoria de artista a partir de certificado de forma??o com base em curr?culo, experi?ncia e horas de estudo. Isso se faz importante diante da realidade de artistas da periferia que vivenciam a arte desde sua base e muitas vezes n?o conseguem comprova??o profissional para obter recursos na ?rea.;21293;Forma??o b?sica e continuada com certifica??o para artistas;13;N?o analisado;23/10/2024 16:50;0;https://brasilparticipativo.presidencia.gov.br/processes/planoclima/f/287/proposals/21293;Eixo 4 - Forma??o;1581394;Plano Cultura;;;;;56;Feminino;2,64E+16;0;N?o cadastrado;liberal_autonomo;Participantes de baixa mobiliza??o;SE;;45 a 59 anos
Regulamenta??o jur?dica e trabalhista da categoria de artistas, para que tenham assegurados direitos b?sicos como fundo de garantia, possibilidade de aposentadoria e um sal?rio base para que possa seguir atuando na ?rea e n?o apenas recebendo mediante produtos e servi?os, dada a complexidade do fazer art?stico.;21294;Regulamenta??o da ?rea;30;N?o analisado;23/10/2024 16:53;0;https://brasilparticipativo.presidencia.gov.br/processes/planoclima/f/287/proposals/21294;Eixo 1 - Gest?o e participa??o;1581394;Plano Cultura;;;;;56;Feminino;3,43E+16;0;N?o cadastrado;liberal_autonomo;Participantes de baixa mobiliza??o;SE;;45 a 59 anos
Criar edital para linguagens art?sticas diversas que tragam o tema da conscientiza??o ambiental, usando materiais e espa?os sustent?veis. Edital urgente e com menos burocracia e exigencia de documentos e formularios extensos.;28501;Criar edital Socioambiental;0;N?o analisado;12/12/2024 14:59;0;https://brasilparticipativo.presidencia.gov.br/processes/planoclima/f/287/proposals/28501;Eixo 7 - Bem viver e justi?a clim?tica;1581402;Plano Cultura;;;;;56;Feminino;0;0;N?o cadastrado;empregado_privado;Participantes de baixa mobiliza??o;SE;;45 a 59 anos
O Brasil ? um Pa?s gigantesco, rico em manifesta??es culturais, e cada regi?o h? manifesta??es culturais e o maior problema ? o financiamento cultural. Diante disso o MinC deveria disponibilizar recursos para a cada regi?o do Pa?s respeitando suas geografias e especifidade.;21299;Regionalizar os recursos financeiro de fomento a cultura, respeitando a especialidade de cada regi?o e o fator amaz?nico.;10;N?o analisado;23/10/2024 18:10;0;https://brasilparticipativo.presidencia.gov.br/processes/planoclima/f/287/proposals/21299;Eixo 2 - Fomento ? cultura;1581454;Plano Cultura;PA;False;Parda;Nenhuma;56;Masculino;2,40E+16;0;Cadastrado;servidor_publico;Participantes socioeconomicamente vulner?veis;N;Superior a meio sal?rio m?nimo;45 a 59 anos
A meta visa fortalecer o forr? p? de serra como patrim?nio cultural brasileiro, promovendo sua preserva??o, circula??o e valoriza??o em todo o pa?s. At? 2030, busca-se realizar 100 eventos, formar 500 jovens e agentes culturais, e desenvolver projetos de mapeamento da cadeia produtiva. A meta inclui tamb?m a inclus?o do forr? nos curr?culos escolares e a cria??o de editais espec?ficos, garantindo sua continuidade e impacto nas comunidades ligadas a essa tradi??o.;21302;Fortalecer a preserva??o, circula??o e valoriza??o do forr? p? de serra como patrim?nio cultural brasileiro, ampliando o acesso, a forma??o e as oport;5;N?o analisado;23/10/2024 22:41;0;https://brasilparticipativo.presidencia.gov.br/processes/planoclima/f/287/proposals/21302;Eixo 3 - Patrim?nio e mem?ria;1581445;Plano Cultura;;;;;56;Feminino;1,79E+15;0;N?o cadastrado;servidor_publico;Participantes de baixa mobiliza??o;SE;;45 a 59 anos
Deveres e poderes. N?o come?a em casa a educa??o de responsabiliza??o ;;;;;;;;;;;;;;;;;;;;;;;;
Inclus?o de educa??o social,;;;;;;;;;;;;;;;;;;;;;;;;
Multas por quebras e sujeiras;;;;;;;;;;;;;;;;;;;;;;;;
Esportes inclusivos de est?mulos no comportamento social;;;;;;;;;;;;;;;;;;;;;;;;
Educa??o econ?mica nas redes de educa??o ;;;;;;;;;;;;;;;;;;;;;;;;
"Estimula??o humana ps?quica,atividades que n?o seja do cotidiano,mente esperta.""";21298;Responsabilizar o brasileiro ;3;N?o analisado;23/10/2024 18:10;0;https://brasilparticipativo.presidencia.gov.br/processes/planoclima/f/287/proposals/21298;Eixo 1 - Gest?o e participa??o;1581474;Plano Cultura;;;;;56;Feminino;1,39E+16;0;N?o cadastrado;nao_especificado;Participantes de baixa mobiliza??o;SE;;45 a 59 anos
Implanta??o no Curr?culo Escolar a disciplina ?Patrim?nio Cultural e Natural?. Sugiro que seja uma disciplina fixa em todo os n?veis escolares (Ensino Funcional ?Ensino M?dio).;21301;Educa??o Patrimonial ;19;N?o analisado;23/10/2024 20:22;1;https://brasilparticipativo.presidencia.gov.br/processes/planoclima/f/287/proposals/21301;Eixo 3 - Patrim?nio e mem?ria;1581559;Plano Cultura;;;;;56;Masculino;3,00E+15;6,93E+15;N?o cadastrado;militar_aposentado;Participantes de baixa mobiliza??o;S;;45 a 59 anos
"Garantir a inclus?o dos povos ciganos na aplica??o da transversalidade, envolvendo a integra??o de diferentes culturas e pr?ticas; promovendo um di?logo intercultural, baseando-se na Conven??o sobre a Prote??o e Promo??o da Diversidade das Express?es culturais; atrav?s da garantia da participa??o ativa, incluindo representantes da comunidade cigana nos processos de decis?o e desenvolvimento de pol?ticas culturais; garantir que suas vozes sejam ouvidas, que suas necessidades sejam consideradas.";21516;. Criar um ambiente onde a transversalidade cultural seja uma realidade viva aos povos ciganos que h?  s?culos s?o  invisibilizados;15;N?o analisado;03/11/2024 13:02;10;https://brasilparticipativo.presidencia.gov.br/processes/planoclima/f/287/proposals/21516;Transversalidades;1581562;Plano Cultura;;;;;56;Feminino;2,77E+15;2,40E+16;N?o cadastrado;militar_aposentado;Participantes altamente engajados;SE;;45 a 59 anos
Reconhecer a cultura cigana como patrim?nio imaterial ? crucial: isso ajuda a preservar tradi??es e pr?ticas culturais que s?o passadas de gera??o em gera??o, garantindo que n?o se percam com o tempo, promove o respeito e a valoriza??o da diversidade cultural, combatendo preconceitos e estere?tipos negativos. Al?m disso, esse reconhecimento pode abrir portas para pol?ticas p?blicas de apoio e financiamento, incentivando a continuidade e o desenvolvimento das manifesta??es ciganas;21529;Reconhecimento da Cultura Cigana como Patrim?nio Imaterial;8;N?o analisado;04/11/2024 09:36;2;https://brasilparticipativo.presidencia.gov.br/processes/planoclima/f/287/proposals/21529;Eixo 3 - Patrim?nio e mem?ria;1581562;Plano Cultura;;;;;56;Feminino;2,20E+16;1,10E+16;N?o cadastrado;militar_aposentado;Participantes de baixa mobiliza??o;SE;;45 a 59 anos
Garantir a inclus?o da cultura cigana e criar editais espec?ficos, bem como, cotas para a divulga??o da cultura cigana combatendo assim a ciganofobia e o processo de exclus?o e invisibilidade ha? s?culos vivenciados.;21736;Inclus?o da cultura cigana atrav?s da cria??o de cotas nos editais;1;N?o analisado;09/11/2024 10:37;0;https://brasilparticipativo.presidencia.gov.br/processes/planoclima/f/287/proposals/21736;Eixo 2 - Fomento ? cultura;1581562;Plano Cultura;;;;;56;Feminino;6,93E+15;0;N?o cadastrado;militar_aposentado;Participantes de baixa mobiliza??o;SE;;45 a 59 anos
Ao investir nos Mestres da cultura popular com premia??es simples e diretas, fortalecemos as ra?zes culturais e garantimos que as pr?ximas gera??es tenham acesso a esses conhecimentos e pr?ticas que s?o patrim?nios vivos. ? uma medida que promove o respeito e a valoriza??o do saber ancestral e permite que essas vozes permane?am vivas, com liberdade para continuar cultivando sua arte e sabedoria.;;;;;;;;;;;;;;;;;;;;;;;;
"Os Mestres e Mestras da cultura tradicional preservam pr?ticas que, ao longo dos anos, s?o pilares""";21360;Cria??o de  editais de premia??o para Mestres e Mestras das artes populares e culturas tradicionais;13;N?o analisado;25/10/2024 15:37;0;https://brasilparticipativo.presidencia.gov.br/processes/planoclima/f/287/proposals/21360;Eixo 3 - Patrim?nio e mem?ria;1581619;Plano Cultura;;;;;56;Feminino;2,64E+16;0;N?o cadastrado;servidor_publico;Participantes de baixa mobiliza??o;S;;45 a 59 anos
Todo o Munic?pio disponibilizar espa?os p?blicos para atividades culturais da arte da Capoeira.;21469;Espa?os espec?ficos para o fermento da Capoeira ;2;N?o analisado;31/10/2024 01:23;0;https://brasilparticipativo.presidencia.gov.br/processes/planoclima/f/287/proposals/21469;Eixo 5 - Infraestrutura, equipamentos e espa?os culturais;1581622;Plano Cultura;;;;;56;Masculino;1,10E+16;0;N?o cadastrado;propriet?rio_empresa;Participantes de baixa mobiliza??o;S;;45 a 59 anos
O curso de gest?o cultural ? fundamental no pa?s, pois capacita profissionais a lidar com a diversidade cultural do pa?s e a promover a valoriza??o da ?rea, assim, cabe o  entendimento do olhar para com a gest?o de pol?ticas e equipamentos culturais . Em um cen?rio onde a cultura desempenha um papel crucial na identidade nacional e no desenvolvimento social, um curso como esse oferece ferramentas para planejamento, implementa??o e gerenciamentos na respectiva ?rea.;21303;Cria??o de cursos de Gest?o Cultural em todo o territ?rio nacional (em todos os estados da federa??o - n?vel superior/t?cnico/tecnol?gico);71;Analisado;23/10/2024 22:49;0;https://brasilparticipativo.presidencia.gov.br/processes/planoclima/f/287/proposals/21303;Eixo 4 - Forma??o;1581651;Plano Cultura;;;;;56;Masculino;4,28E+15;0;N?o cadastrado;servidor_publico;Participantes de baixa mobiliza??o;CO;;45 a 59 anos
trazer mais visibilidade aos pont?es de culturas e aos agentes de Cultura viva;21314;99,9% dos munic?pios com conselhos plano e fundo implantadores ;14;N?o analisado;24/10/2024 10:48;0;https://brasilparticipativo.presidencia.gov.br/processes/planoclima/f/287/proposals/21314;Eixo 1 - Gest?o e participa??o;1581662;Plano Cultura;MA;True;Parda;Nenhuma;56;Masculino;2,71E+14;0;Cadastrado;nao_informado;Participantes socioeconomicamente vulner?veis;NE;De R$ 109,01 at? R$ 218;45 a 59 anos
O projeto prop?e o reconhecimento e fomento do artesanato com design no Brasil, ampliando a defini??o governamental para incluir produ??es urbanas e contempor?neas. Sugere a cria??o de uma plataforma e-commerce para comercializar produtos da economia criativa e diferenciar o artesanato popular do artesanal com design. Visa ainda capacitar artes?os, criar incentivos fiscais e estabelecer parcerias, fortalecendo a economia criativa e valorizando a diversidade cultural.;21306;ECONOMIA CRIATIVA: Valoriza??o do Artes?o Urbano e o produto artesanal com design contempor?neo como parte da produ??o de cultura nacional;11;N?o analisado;24/10/2024 00:38;0;https://brasilparticipativo.presidencia.gov.br/processes/planoclima/f/287/proposals/21306;Eixo 6 -  Economia Criativa, Trabalho, Emprego, Renda e Prote??o Social;1581682;Plano Cultura;;;;;56;Masculino;2,48E+16;0;N?o cadastrado;mei;Participantes de baixa mobiliza??o;SE;;45 a 59 anos
Os povos ciganos fazem parte dos Povos e comunidades tradicionais, necessitam de acesso e conhecimento de fomentou para manuten??o e preven??o de seu povo cigano, sua cultura tradicional, no que tange acesso ? editais espec?ficos no Minist?rio da Cultura como tamb?m editais de acesso desburocrarizados para que os mesmos e de ranchos Ciganos tenham acesso para melhorar na qualidade de trabalho e uma vida digna tendo acesso a recursos para esse fim tirando-os da mis?ria e vinerabilidade e exclus?o;21464;Acesso e fomenta??o de recursos para manuten??o e preserva??o da cultura cigana ;3;N?o analisado;30/10/2024 20:52;0;https://brasilparticipativo.presidencia.gov.br/processes/planoclima/f/287/proposals/21464;Eixo 6 -  Economia Criativa, Trabalho, Emprego, Renda e Prote??o Social;1581689;Plano Cultura;PB;True;Amarela;Fam?lia Cigana;56;Feminino;1,39E+16;0;Cadastrado;liberal_autonomo;Participantes socioeconomicamente vulner?veis;NE;De 0 at? R$ 109;45 a 59 anos
Criar no ?mbito do Conselho Nacional de Cultura  - A SETORIAL DA CULTURA LGBTQIAPN, de modo, amplo e representativo, levando em conta as regionalidades e territorios perif?ricos, com a meta de elaborar o Plano setorial da cultura LGBTQIA ( diagn?stico, objetivos, diretrizes, programas e a??es), identificando quem e  quanto somos, onde estamos, o que fazemos ? Como tamb?m identificar saberes, fazeres e sentires da cultura LGBTQIAPN.;28519;Criar a setorial da cultura lgbtqiapn+;35;N?o analisado;12/12/2024 16:12;4;https://brasilparticipativo.presidencia.gov.br/processes/planoclima/f/287/proposals/28519;Eixo 1 - Gest?o e participa??o;1581703;Plano Cultura;;;;;56;Masculino;3,58E+14;1,61E+16;N?o cadastrado;nao_informado;Participantes altamente engajados;N;;45 a 59 anos
Cria??o de.lei que fa?a as empresas investirem em grupos menores e de interior aprovados nas leis de incentivo!;21309;Investimento em grupos menores;8;N?o analisado;24/10/2024 03:34;0;https://brasilparticipativo.presidencia.gov.br/processes/planoclima/f/287/proposals/21309;Eixo 2 - Fomento ? cultura;1581723;Plano Cultura;;;;;56;Masculino;2,20E+16;0;N?o cadastrado;mei;Participantes de baixa mobiliza??o;CO;;45 a 59 anos
Promover em conjunto ?s escolas p?blicas viv?ncias, forma??es e oficinas permanentes de capoeira, dan?a, teatro, m?sica e demais linguagens art?sticas, dentro da transversalidade com o curr?culo escolar o conhecimento da cultura afro ind?gena como forma de empoderamento e valoriza??o da identidade a fim de inibir bullying e ;;;;;;;;;;;;;;;;;;;;;;;;
"cyber bullying bem como outras pr?ticas discriminat?rias.""";21311;Cultura, africanidades e empoderamento.;9;N?o analisado;24/10/2024 09:23;1;https://brasilparticipativo.presidencia.gov.br/processes/planoclima/f/287/proposals/21311;Eixo 2 - Fomento ? cultura;1581741;Plano Cultura;BA;True;Branca;Nenhuma;56;Feminino;2,30E+15;6,93E+15;Cadastrado;nao_informado;Participantes socioeconomicamente vulner?veis;CO;De R$ 109,01 at? R$ 218;45 a 59 anos
